video_id,video_titulo,comentario,idioma,data_coleta,comentario_limpo,sentimento,score,modelo_utilizado
VKf6NF0OD5A,The new and improved YouTube Studio is here,"እረ ሀበሻ ወገኔ ኑ ክበቡኝ። ምን ይታወቃል ሰው ታረጉኝ ይሆናል።
Any ways happy New year for Ethiopian 🎉🎉🎉🎉🎉🎉",en,2025-10-30,any ways happy new year for ethiopian :party popper::party popper::party popper::party popper::party popper::party popper:,positivo,0.5933442115783691,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 1k subscribers 😢,en,2025-10-30,thanks for k subscribers :crying face:,positivo,0.297648549079895,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Good 👍,en,2025-10-30,good :thumbs up:,positivo,0.4384462535381317,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Sorry sorry sorry sorry sorry sorry sorry 🙏🙏🙏🙏🙏🙏😭😭😭😭😭😐😔😞😑😒,en,2025-10-30,sorry sorry sorry sorry sorry sorry sorry :folded hands::folded hands::folded hands::folded hands::folded hands::folded hands::loudly crying face::loudly crying face::loudly crying face::loudly crying face::loudly crying face::neutral face::pensive face::disappointed face::expressionless face::unamused face:,negativo,0.7443883419036865,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Cheers for small creators🤍,en,2025-10-30,cheers for small creators:white heart:,negativo,0.26330116391181946,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank you for 266 youtube Family🎉🎉🎉,en,2025-10-30,thank you for youtube family:party popper::party popper::party popper:,positivo,0.4550488591194153,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 123 Subscribers ❤❤,en,2025-10-30,thanks for subscribers :red heart::red heart:,positivo,0.39546310901641846,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,❤ 0:09,en,2025-10-30,:red heart: :,positivo,0.23121047019958496,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 2K Subscribers ❤🫶,en,2025-10-30,thanks for k subscribers :red heart::heart hands:,positivo,0.4010641574859619,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks  for  Completing  500✅🎉🙏 Subscribers  you tube Family . keep  It  Up  Guys 🙏,en,2025-10-30,thanks for completing :check mark button::party popper::folded hands: subscribers you tube family keep it up guys :folded hands:,positivo,0.2761470377445221,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Very good studio,af,2025-10-30,very good studio,positivo,0.5625796318054199,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Tnx🎉,en,2025-10-30,tnx:party popper:,positivo,0.2717428505420685,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,When will I be like other people? I hope YouTube will help me.,en,2025-10-30,when will i be like other people i hope youtube will help me,positivo,0.23871245980262756,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank you,en,2025-10-30,thank you,positivo,0.5730901956558228,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,YouTube ❤,en,2025-10-30,youtube :red heart:,positivo,0.322503000497818,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Very good info ❤❤❤,en,2025-10-30,very good info :red heart::red heart::red heart:,positivo,0.45789864659309387,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Free fire,en,2025-10-30,free fire,positivo,0.33933669328689575,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,😊😊😊😊😊,en,2025-10-30,:smiling face with smiling eyes::smiling face with smiling eyes::smiling face with smiling eyes::smiling face with smiling eyes::smiling face with smiling eyes:,negativo,0.26800769567489624,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,1 million subscribe  complete ❤,en,2025-10-30,million subscribe complete :red heart:,positivo,0.6155834794044495,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,dayum this is old,en,2025-10-30,dayum this is old,neutro,0.23760883510112762,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Thank for 1,  000 in one day",en,2025-10-30,thank for in one day,positivo,0.634070098400116,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,MR tanha video Editing,pt,2025-10-30,mr tanha video editing,positivo,0.2461489886045456,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Support me all bhai log plz,it,2025-10-30,support me all bhai log plz,positivo,0.4702431857585907,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Support me all,it,2025-10-30,support me all,positivo,0.590591311454773,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 450 subscribers YouTube ✨🎀😭,en,2025-10-30,thanks for subscribers youtube :sparkles::ribbon::loudly crying face:,negativo,0.3109440207481384,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,باتشکر از تیم یوتیوب ۱۱۷مشترک با تشویق شما و  دیدن امارهای شگفت انگیز در استودیو، هیجان انگیزه، عالی یو عزبز، ❤پسر کویر Iran🌹,en,2025-10-30,:red heart: iran:rose:,negativo,0.24556785821914673,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank you for 270! So much ❤❤,en,2025-10-30,thank you for so much :red heart::red heart:,positivo,0.6912434101104736,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Live stream has been displaced,en,2025-10-30,live stream has been displaced,negativo,0.3301708400249481,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,so Video❤❤,en,2025-10-30,so video:red heart::red heart:,neutro,0.391862690448761,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks❤❤,en,2025-10-30,thanks:red heart::red heart:,positivo,0.368886798620224,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,thank you guys for 914 subscribe's,en,2025-10-30,thank you guys for subscribe s,positivo,0.493580162525177,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank my YouTube channel 🎉,en,2025-10-30,thank my youtube channel :party popper:,positivo,0.5063063502311707,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Literally to the 1% who's reading this, God bless you, and may your dreams come true, stay safe and have a wonderful day 💗",en,2025-10-30,literally to the who s reading this god bless you and may your dreams come true stay safe and have a wonderful day :growing heart:,positivo,0.8117677569389343,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,How to improve youtube channel 1 week' 😂,en,2025-10-30,how to improve youtube channel week :face with tears of joy:,positivo,0.5308483242988586,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 75 subscribers ❤❤❤,en,2025-10-30,thanks for subscribers :red heart::red heart::red heart:,positivo,0.38854849338531494,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Please help me all brother,en,2025-10-30,please help me all brother,positivo,0.42788153886795044,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Newbe 😢😢😢,en,2025-10-30,newbe :crying face::crying face::crying face:,negativo,0.31314948201179504,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 29 subscribers🎉,en,2025-10-30,thanks for subscribers:party popper:,positivo,0.39804843068122864,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Bus time nahin badh Raha Hai ISI channel per,id,2025-10-30,bus time nahin badh raha hai isi channel per,negativo,0.30089572072029114,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Watch time nahin badh Raha Hai,so,2025-10-30,watch time nahin badh raha hai,neutro,0.2785418927669525,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,1000😢,en,2025-10-30,:crying face:,negativo,0.2799830436706543,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,I love you YouTube ❤❤,en,2025-10-30,i love you youtube :red heart::red heart:,positivo,0.7649942636489868,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Cảm ơn vì đã đăng ký kênh ạ,vi,2025-10-30,c m n vì ã ng ký kênh,negativo,0.27229711413383484,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Im newbe😢😢😢,en,2025-10-30,im newbe:crying face::crying face::crying face:,negativo,0.2836677134037018,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"YouTube Studio has been updated with new features based on user feedback, offering a dashboard for all YouTube activities, powerful analytics, insights, comment filters, and an improved upload flow. 💯",en,2025-10-30,youtube studio has been updated with new features based on user feedback offering a dashboard for all youtube activities powerful analytics insights comment filters and an improved upload flow :hundred points:,positivo,0.6393779516220093,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Thank you Y T.
👍🏼🌴",en,2025-10-30,thank you y t :thumbs up medium light skin tone::palm tree:,positivo,0.3427644371986389,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Very nice,cs,2025-10-30,very nice,positivo,0.6515334844589233,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,❤❤❤❤,en,2025-10-30,:red heart::red heart::red heart::red heart:,positivo,0.28508755564689636,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks YouTube family,en,2025-10-30,thanks youtube family,positivo,0.4546397030353546,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,FEL BAK,hu,2025-10-30,fel bak,neutro,0.28693830966949463,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Ya lo descargue es genial puedo ver mis estadísticas,es,2025-10-30,ya lo descargue es genial puedo ver mis estadísticas,positivo,0.64398193359375,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks 35 subscriber's youtube family,en,2025-10-30,thanks subscriber s youtube family,positivo,0.44167178869247437,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 900+ subscribers 🇮🇳🇮🇳🇮🇳,en,2025-10-30,thanks for subscribers :india::india::india:,positivo,0.24946147203445435,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank for 150 subscribe 🎉❤,en,2025-10-30,thank for subscribe :party popper::red heart:,positivo,0.4831862449645996,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,I got it today but I don’t know what to do does it improve your videos?,en,2025-10-30,i got it today but i don t know what to do does it improve your videos,neutro,0.47140029072761536,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank for 500 sabcraibe ❤,en,2025-10-30,thank for sabcraibe :red heart:,positivo,0.4944334924221039,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"@youtubecreators why Islam Makhachev is NOT included in the ""People mentioned"" feature anywhere on your platform even though he's the biggest active MMA star rn, and the best fighter, and he has so much old and new content about him? (note: there're many other fighters with foreign names yet always added).",en,2025-10-30,why islam makhachev is not included in the people mentioned feature anywhere on your platform even though he s the biggest active mma star rn and the best fighter and he has so much old and new content about him note: there re many other fighters with foreign names yet always added,negativo,0.27709951996803284,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Hi, I got sufficient subscriber and upload videos continuously, please tell me when will I start earning. I worked enough now I should get some money in return. Looking for a prompt reply. Thanks in Advance!",en,2025-10-30,hi i got sufficient subscriber and upload videos continuously please tell me when will i start earning i worked enough now i should get some money in return looking for a prompt reply thanks in advance,negativo,0.3339509069919586,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Hellooo🎉🎉,en,2025-10-30,hellooo:party popper::party popper:,positivo,0.2977176606655121,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,On nice video ❤❤,en,2025-10-30,on nice video :red heart::red heart:,positivo,0.32802918553352356,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Keep supporting please,en,2025-10-30,keep supporting please,negativo,0.29365062713623047,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thans for 882 subscribers 😊✨👍🙏,en,2025-10-30,thans for subscribers :smiling face with smiling eyes::sparkles::thumbs up::folded hands:,neutro,0.32660484313964844,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 312 subscribers 🥰 god bless you all❤,en,2025-10-30,thanks for subscribers :smiling face with hearts: god bless you all:red heart:,positivo,0.4272301197052002,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,HALLO,fi,2025-10-30,hallo,positivo,0.28147897124290466,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,like not easy,af,2025-10-30,like not easy,negativo,0.35804125666618347,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"i request youtube to re-update the youtube app to the older version(i.e, before 1-feb-2025 version/older)because most of the youtube users are unable to use the latest version of youtube app(if youtube couldn't solve this problem as soon as possible/otherwise youtube will lost most of their users)
-
all the youtube users/please request youtube to solve this problem as soon as possible(thank you)",en,2025-10-30,i request youtube to re update the youtube app to the older version i e before feb version older because most of the youtube users are unable to use the latest version of youtube app if youtube couldn t solve this problem as soon as possible otherwise youtube will lost most of their users all the youtube users please request youtube to solve this problem as soon as possible thank you,negativo,0.6027191877365112,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 5 Subscribe 😎🤝👈👈👈👈👈👈👈👈👈👈👈,en,2025-10-30,thanks for subscribe :smiling face with sunglasses::handshake::backhand index pointing left::backhand index pointing left::backhand index pointing left::backhand index pointing left::backhand index pointing left::backhand index pointing left::backhand index pointing left::backhand index pointing left::backhand index pointing left::backhand index pointing left::backhand index pointing left:,positivo,0.2612513303756714,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,😮😮😢😢,en,2025-10-30,:face with open mouth::face with open mouth::crying face::crying face:,negativo,0.3850475549697876,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 300 subscriber 👈👈,en,2025-10-30,thanks for subscriber :backhand index pointing left::backhand index pointing left:,positivo,0.2653244137763977,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,1k subs complete 🎉🎉 thank you all friends,en,2025-10-30,k subs complete :party popper::party popper: thank you all friends,positivo,0.5812578797340393,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks 4 M subscriber🎉🎉,en,2025-10-30,thanks m subscriber:party popper::party popper:,positivo,0.29665154218673706,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,ALGTIK,et,2025-10-30,algtik,positivo,0.3062957227230072,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,I m new here please keep supporting new family members,en,2025-10-30,i m new here please keep supporting new family members,positivo,0.3435286283493042,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,My Subscribe 1.3K Complete Thank You So Much ❤,en,2025-10-30,my subscribe k complete thank you so much :red heart:,positivo,0.8491707444190979,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Nice information 🎉❤,en,2025-10-30,nice information :party popper::red heart:,positivo,0.4376492202281952,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Nice 👍,en,2025-10-30,nice :thumbs up:,positivo,0.4468020796775818,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thank for 100 subs,en,2025-10-30,thank for subs,positivo,0.48680955171585083,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,2025؟😂❤,en,2025-10-30,:face with tears of joy::red heart:,positivo,0.46427828073501587,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"I cannot cut, trim or edit a video on youtube. I have try everything.",en,2025-10-30,i cannot cut trim or edit a video on youtube i have try everything,negativo,0.5053894519805908,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,YouTube I love u..jadikan kita semua sukses,fi,2025-10-30,youtube i love u jadikan kita semua sukses,positivo,0.844589114189148,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,you are always doing good work YouTube ❤❤❤❤,en,2025-10-30,you are always doing good work youtube :red heart::red heart::red heart::red heart:,positivo,0.5176746845245361,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"☠BLACK BARON☠ ""Resume Video Upload"" geht noch immer nicht.",en,2025-10-30,:skull and crossbones:black baron:skull and crossbones: resume video upload geht noch immer nicht,negativo,0.3966338634490967,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Mere chanel per views nahen arahe hen,en,2025-10-30,mere chanel per views nahen arahe hen,positivo,0.2807943522930145,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks 🎉,en,2025-10-30,thanks :party popper:,positivo,0.3498851954936981,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 1K Subscriber 🎉🎉🎉🎉🎉🎉🎉🎉🎉,en,2025-10-30,thanks for k subscriber :party popper::party popper::party popper::party popper::party popper::party popper::party popper::party popper::party popper:,positivo,0.3448462188243866,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for subscriber,en,2025-10-30,thanks for subscriber,positivo,0.42648887634277344,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,I got a copyright almost 6 months ago and today I got another copyright when I realized that the copyright notice from 6 months ago was not removed and I received a message that two of my videos were copyrighted and should have been removed in 90 days. Why wasn't it removed? What is the reason and what should I do?,en,2025-10-30,i got a copyright almost months ago and today i got another copyright when i realized that the copyright notice from months ago was not removed and i received a message that two of my videos were copyrighted and should have been removed in days why wasn t it removed what is the reason and what should i do,negativo,0.6610314249992371,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,youtub studio,et,2025-10-30,youtub studio,positivo,0.264791339635849,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"I START FROM HERE ❤
GOODLUCK AND ALL THE BEST TO ME
JAY SHREE RAM ❤",en,2025-10-30,i start from here :red heart: goodluck and all the best to me jay shree ram :red heart:,positivo,0.7370342016220093,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Hi YouTube THANKS FOR THIS PLATFORM.! KEEP SUPPORTING US.,en,2025-10-30,hi youtube thanks for this platform keep supporting us,positivo,0.5945705771446228,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Kon kon  2025 me ye video dikharahahe ❤❤❤🎉,en,2025-10-30,kon kon me ye video dikharahahe :red heart::red heart::red heart::party popper:,neutro,0.285247266292572,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,💚,nl,2025-10-30,:green heart:,positivo,0.2624184191226959,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Ranjit k prank ko support ❤❤❤ kijiye,en,2025-10-30,ranjit k prank ko support :red heart::red heart::red heart: kijiye,neutro,0.23534175753593445,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"T
63 si😢",en,2025-10-30,t si:crying face:,neutro,0.2967551648616791,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Nice 👍👍👍👍🙂,en,2025-10-30,nice :thumbs up::thumbs up::thumbs up::thumbs up::slightly smiling face:,positivo,0.601869523525238,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"I have two YouTube accounts, one the chat profile and two the p profile  THANKS",en,2025-10-30,i have two youtube accounts one the chat profile and two the p profile thanks,negativo,0.25811001658439636,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"""@TeamYouTube Hello, I can no longer access my YouTube channel and I would like to delete it permanently. Can you help me? Thank you.""
I am princelyjaonarison",en,2025-10-30,hello i can no longer access my youtube channel and i would like to delete it permanently can you help me thank you i am princelyjaonarison,negativo,0.5740594863891602,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 153 subscriber,en,2025-10-30,thanks for subscriber,positivo,0.42648887634277344,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 80 subscribe 😊,en,2025-10-30,thanks for subscribe :smiling face with smiling eyes:,positivo,0.31114432215690613,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Thanks for 15k Subscriber ❤❤🎉❤,en,2025-10-30,thanks for k subscriber :red heart::red heart::party popper::red heart:,positivo,0.40045714378356934,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Great feature 😊,en,2025-10-30,great feature :smiling face with smiling eyes:,positivo,0.6306838989257812,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,Sir mera Short nulist YouTube kar dia ha🙏🙏🙏🙏,da,2025-10-30,sir mera short nulist youtube kar dia ha:folded hands::folded hands::folded hands::folded hands:,negativo,0.45920729637145996,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Sir Short Video unlist YouTube kar dia ha
🙏🙏🙏🙏",da,2025-10-30,sir short video unlist youtube kar dia ha :folded hands::folded hands::folded hands::folded hands:,negativo,0.48764264583587646,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,This music pretty like Charmin commercials,en,2025-10-30,this music pretty like charmin commercials,positivo,0.33907631039619446,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,"Hard work always pays off, no matter what you do ❤❤",en,2025-10-30,hard work always pays off no matter what you do :red heart::red heart:,positivo,0.22118529677391052,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,थैंकस्यूट्यूब studio❤,en,2025-10-30,studio:red heart:,positivo,0.29938939213752747,nlptown/bert-base-multilingual-uncased-sentiment
VKf6NF0OD5A,The new and improved YouTube Studio is here,আমি ইমুতে কাজ করি আপনার সবাই আমাকে নক করবেন ❤😮😊,en,2025-10-30,:red heart::face with open mouth::smiling face with smiling eyes:,negativo,0.3446168303489685,nlptown/bert-base-multilingual-uncased-sentiment
